dps310_pressure,dps310_temp,bno08x_accel_z,bno08x_accel_x,bno08x_accel_y,timestamp
972.563,44.4309,,,,1725198832894
,,0.996094,0.382813,-9.76563,1725198832959
972.561,44.4374,,,,1725198833056
,,0.917969,0.652344,-9.73047,1725198833121
972.566,44.4374,,,,1725198833232
,,1.03516,0.613281,-9.76563,1725198833297
972.563,44.432,,,,1725198833393
,,0.996094,0.304688,-9.80859,1725198833463
972.563,44.432,,,,1725198833574
,,0.996094,0.574219,-9.80859,1725198833639
972.565,44.4297,,,,1725198833730
,,0.957031,0.421875,-9.76953,1725198833795
972.567,44.4312,,,,1725198833907
,,0.957031,0.460938,-9.80469,1725198833971
972.567,44.4312,,,,1725198834067
,,0.996094,0.34375,-9.80469,1725198834132
972.568,44.4346,,,,1725198834248
,,0.882813,0.421875,-9.76953,1725198834312
972.567,44.4317,,,,1725198834410
,,0.84375,0.496094,-9.76563,1725198834474
972.566,44.4346,,,,1725198834586
,,0.996094,0.382813,-9.80469,1725198834651
972.566,44.4377,,,,1725198834748
,,0.957031,0.460938,-9.80469,1725198834812
972.568,44.4377,,,,1725198834924
,,1.10938,0.460938,-9.80859,1725198834993
972.571,44.4406,,,,1725198835085
,,0.957031,0.382813,-9.76563,1725198835150
972.573,44.442,,,,1725198835262
,,1.10938,0.496094,-9.80859,1725198835326
972.574,44.4474,,,,1725198835423
,,1.10938,0.496094,-9.80859,1725198835487
972.57,44.4502,,,,1725198835598
,,0.917969,0.34375,-9.73047,1725198835663
972.574,44.4502,,,,1725198835765
,,0.996094,0.460938,-9.76563,1725198835830
972.571,44.4479,,,,1725198835941
,,0.996094,0.535156,-9.80469,1725198836007
972.575,44.4502,,,,1725198836103
,,0.917969,0.34375,-9.76563,1725198836168
972.575,44.4439,,,,1725198836279
,,0.996094,0.460938,-9.73047,1725198836345
972.588,44.4539,,,,1725198836441
,,0.996094,0.535156,-9.76563,1725198836512
972.591,44.457,,,,1725198836623
,,0.996094,0.496094,-9.80469,1725198836687
972.588,44.457,,,,1725198836779
,,0.996094,0.421875,-9.76953,1725198836845
972.592,44.4658,,,,1725198836955
,,0.882813,0.421875,-9.76953,1725198837019
972.591,44.4609,,,,1725198837117
,,0.957031,0.496094,-9.84766,1725198837181
972.591,44.4564,,,,1725198837298
,,0.957031,0.421875,-9.84375,1725198837364
972.592,44.4703,,,,1725198837460
,,0.882813,0.460938,-9.76563,1725198837524
972.597,44.4703,,,,1725198837637
,,0.957031,0.496094,-9.76563,1725198837702
972.599,44.4774,,,,1725198837798
,,0.957031,0.460938,-9.84766,1725198837862
972.599,44.4777,,,,1725198837973
,,1.03516,0.421875,-9.80859,1725198838043
972.599,44.4799,,,,1725198838137
,,0.996094,0.496094,-9.73047,1725198838202
972.594,44.4749,,,,1725198838311
,,0.957031,0.460938,-9.76563,1725198838377
972.592,44.4749,,,,1725198838473
,,1.03516,0.460938,-9.80469,1725198838539
972.592,44.4729,,,,1725198838649
,,0.996094,0.535156,-9.80469,1725198838715
972.594,44.4791,,,,1725198838817
,,0.917969,0.421875,-9.76953,1725198838883
972.595,44.4856,,,,1725198838993
,,0.957031,0.460938,-9.73047,1725198839058
972.596,44.4805,,,,1725198839149
,,0.996094,0.460938,-9.80469,1725198839214
972.597,44.4749,,,,1725198839325
,,0.996094,0.460938,-9.76563,1725198839389
972.599,44.4749,,,,1725198839486
,,0.957031,0.460938,-9.76563,1725198839553
972.602,44.4845,,,,1725198839668
,,0.957031,0.496094,-9.84766,1725198839732
972.602,44.4836,,,,1725198839830
,,0.996094,0.460938,-9.84766,1725198839894
972.601,44.4859,,,,1725198840006
,,0.882813,0.460938,-9.73047,1725198840070
972.598,44.4887,,,,1725198840167
,,0.882813,0.496094,-9.80469,1725198840231
972.598,44.4887,,,,1725198840344
,,1.03516,0.496094,-9.80469,1725198840402
972.595,44.4938,,,,1725198840500
,,1.07422,0.460938,-9.80859,1725198840564
972.599,44.4933,,,,1725198840681
,,0.996094,0.382813,-9.73047,1725198840747
972.599,44.4941,,,,1725198840844
,,0.996094,0.496094,-9.80469,1725198840909
972.599,44.4987,,,,1725198841019
,,1.03516,0.421875,-9.80859,1725198841085
972.6,44.4987,,,,1725198841187
,,1.03516,0.421875,-9.80859,1725198841252
972.599,44.5021,,,,1725198841364
,,0.996094,0.496094,-9.76563,1725198841429
972.6,44.5035,,,,1725198841520
,,0.957031,0.421875,-9.80859,1725198841585
972.599,44.5015,,,,1725198841697
,,0.996094,0.421875,-9.80859,1725198841762
972.597,44.4998,,,,1725198841858
,,0.996094,0.496094,-9.80469,1725198841929
972.598,44.5027,,,,1725198842040
,,0.996094,0.460938,-9.76563,1725198842104
972.59,44.5027,,,,1725198842197
,,0.957031,0.460938,-9.76563,1725198842262
972.585,44.506,,,,1725198842372
,,1.03516,0.382813,-9.80469,1725198842436
972.585,44.5069,,,,1725198842534
,,0.996094,0.535156,-9.76563,1725198842598
972.59,44.5137,,,,1725198842714
,,0.917969,0.496094,-9.76563,1725198842779
972.587,44.5131,,,,1725198842877
,,0.996094,0.382813,-9.84766,1725198842941
972.572,44.5131,,,,1725198843032
,,0.917969,0.421875,-9.80859,1725198843117
972.573,44.5117,,,,1725198843214
,,0.917969,0.496094,-9.76563,1725198843279
972.573,44.5092,,,,1725198843369
,,1.03516,0.496094,-9.73047,1725198843459
972.576,44.5154,,,,1725198843552
,,0.957031,0.421875,-9.80859,1725198843616
972.582,44.5134,,,,1725198843706
,,1.03516,0.421875,-9.76953,1725198843792
972.576,44.5134,,,,1725198843889
,,1.03516,0.496094,-9.76563,1725198843955
972.572,44.5165,,,,1725198844045
,,0.996094,0.460938,-9.80469,1725198844130
972.572,44.5157,,,,1725198844233
,,1.07422,0.382813,-9.76953,1725198844298
972.573,44.5225,,,,1725198844388
,,0.917969,0.535156,-9.76563,1725198844474
972.573,44.5171,,,,1725198844572
,,0.996094,0.460938,-9.76563,1725198844637
972.578,44.5171,,,,1725198844726
,,0.996094,0.421875,-9.80859,1725198844812
972.58,44.5205,,,,1725198844910
,,0.917969,0.421875,-9.76953,1725198844979
972.58,44.5228,,,,1725198845069
,,1.03516,0.382813,-9.73047,1725198845156
972.581,44.5253,,,,1725198845247
,,1.03516,0.460938,-9.76563,1725198845311
972.58,44.5197,,,,1725198845401
,,0.996094,0.460938,-9.80469,1725198845486
972.578,44.5228,,,,1725198845584
,,0.957031,0.382813,-9.73047,1725198845649
972.575,44.5228,,,,1725198845745
,,0.957031,0.382813,-9.84766,1725198845809
972.576,44.5208,,,,1725198845928
,,1.10938,0.535156,-9.84375,1725198845992
972.576,44.5165,,,,1725198846082
,,0.882813,0.460938,-9.76563,1725198846146
972.573,44.5197,,,,1725198846263
,,0.957031,0.382813,-9.76563,1725198846327
972.565,44.5197,,,,1725198846418
,,0.917969,0.460938,-9.80469,1725198846482
972.561,44.5293,,,,1725198846604
,,0.917969,0.421875,-9.84375,1725198846670
972.563,44.5253,,,,1725198846761
,,0.957031,0.421875,-9.76953,1725198846825
972.563,44.5219,,,,1725198846941
,,0.882813,0.460938,-9.76563,1725198847007
972.575,44.5304,,,,1725198847097
,,1.10938,0.460938,-9.80859,1725198847161
972.572,44.5287,,,,1725198847284
,,0.996094,0.496094,-9.80469,1725198847348
972.563,44.5287,,,,1725198847438
,,1.07422,0.535156,-9.72656,1725198847504
972.556,44.5199,,,,1725198847621
,,1.03516,0.460938,-9.76563,1725198847686
972.557,44.5236,,,,1725198847776
,,1.14844,0.304688,-9.84766,1725198847841
972.546,44.5225,,,,1725198847958
,,1.10938,0.34375,-9.80859,1725198848022
972.55,44.5253,,,,1725198848118
,,0.957031,0.496094,-9.76563,1725198848183
972.558,44.5259,,,,1725198848302
,,1.07422,0.460938,-9.76953,1725198848367
972.567,44.5259,,,,1725198848456
,,1.03516,0.496094,-9.76563,1725198848520
972.572,44.5333,,,,1725198848639
,,0.957031,0.382813,-9.73047,1725198848704
972.571,44.5298,,,,1725198848794
,,0.917969,0.421875,-9.72656,1725198848865
972.573,44.5298,,,,1725198848981
,,0.996094,0.460938,-9.76563,1725198849047
972.575,44.5327,,,,1725198849137
,,1.03516,0.460938,-9.76563,1725198849202
972.549,44.5327,,,,1725198849319
,,0.917969,0.382813,-9.76563,1725198849386
972.546,44.5338,,,,1725198849474
,,0.917969,0.382813,-9.73047,1725198849539
972.569,44.5279,,,,1725198849662
,,1.03516,0.460938,-9.80469,1725198849726
972.57,44.5338,,,,1725198849824
,,0.996094,0.304688,-9.80859,1725198849889
972.554,44.531,,,,1725198850012
,,1.03516,0.382813,-9.76563,1725198850077
972.555,44.531,,,,1725198850171
,,1.03516,0.421875,-9.76953,1725198850235
972.547,44.5316,,,,1725198850352
,,0.882813,0.574219,-9.72656,1725198850423
972.555,44.5302,,,,1725198850513
,,1.10938,0.34375,-9.80859,1725198850578
972.556,44.5398,,,,1725198850695
,,1.03516,0.421875,-9.80859,1725198850761
972.55,44.5364,,,,1725198850850
,,0.996094,0.382813,-9.76563,1725198850915
972.555,44.5406,,,,1725198851032
,,1.03516,0.304688,-9.76953,1725198851097
972.559,44.5406,,,,1725198851191
,,1.10938,0.535156,-9.80859,1725198851256
972.547,44.5418,,,,1725198851373
,,1.03516,0.382813,-9.76563,1725198851437
972.547,44.5438,,,,1725198851528
,,0.882813,0.460938,-9.73047,1725198851594
972.551,44.5508,,,,1725198851711
,,1.07422,0.460938,-9.80859,1725198851776
972.554,44.5469,,,,1725198851867
,,1.03516,0.34375,-9.76563,1725198851936
972.546,44.5469,,,,1725198852054
,,0.882813,0.304688,-9.76953,1725198852118
972.555,44.5475,,,,1725198852209
,,0.957031,0.382813,-9.69141,1725198852273
972.54,44.5503,,,,1725198852390
,,1.10938,0.421875,-9.84766,1725198852456
972.54,44.552,,,,1725198852545
,,0.957031,0.421875,-9.76953,1725198852610
972.536,44.5457,,,,1725198852732
,,0.957031,0.460938,-9.80469,1725198852797
972.547,44.5457,,,,1725198852888
,,0.917969,0.34375,-9.76563,1725198852952
972.557,44.5543,,,,1725198853068
,,0.882813,0.460938,-9.80469,1725198853133
972.547,44.5469,,,,1725198853223
,,0.917969,0.34375,-9.80469,1725198853289
972.547,44.5497,,,,1725198853407
,,0.917969,0.652344,-9.76563,1725198853471
972.539,44.5494,,,,1725198853566
,,1.14844,0.460938,-9.80859,1725198853631
972.546,44.5551,,,,1725198853748
,,0.917969,0.535156,-9.73047,1725198853812
972.552,44.5551,,,,1725198853903
,,0.917969,0.34375,-9.76563,1725198853969
972.567,44.5554,,,,1725198854086
,,1.07422,0.304688,-9.76563,1725198854150
972.567,44.5588,,,,1725198854241
,,1.07422,0.496094,-9.80859,1725198854311
972.535,44.5616,,,,1725198854429
,,0.917969,0.496094,-9.80469,1725198854493
972.539,44.5642,,,,1725198854584
,,0.882813,0.535156,-9.84766,1725198854648
972.549,44.5642,,,,1725198854760
,,0.957031,0.460938,-9.80469,1725198854824
972.554,44.5684,,,,1725198854916
,,0.882813,0.421875,-9.84375,1725198854980
972.552,44.5653,,,,1725198855097
,,0.957031,0.152344,-9.80469,1725198855162
972.552,44.5602,,,,1725198855253
,,0.996094,0.460938,-9.80469,1725198855317
972.567,44.5622,,,,1725198855428
,,1.14844,0.382813,-9.84375,1725198855493
972.569,44.5622,,,,1725198855590
,,0.917969,0.460938,-9.80469,1725198855656
972.566,44.5576,,,,1725198855766
,,0.957031,0.34375,-9.73047,1725198855837
972.564,44.5562,,,,1725198855930
,,1.03516,0.34375,-9.80469,1725198855994
972.563,44.5477,,,,1725198856104
,,1.07422,0.421875,-9.80469,1725198856169
972.562,44.5372,,,,1725198856265
,,0.996094,0.496094,-9.76563,1725198856330
972.564,44.5242,,,,1725198856441
,,0.917969,0.460938,-9.73047,1725198856507
972.571,44.5242,,,,1725198856609
,,1.03516,0.382813,-9.80469,1725198856675
972.568,44.5163,,,,1725198856786
,,0.996094,0.460938,-9.73047,1725198856850
972.568,44.5171,,,,1725198856948
,,0.917969,0.496094,-9.73047,1725198857012
972.566,44.5214,,,,1725198857123
,,0.996094,0.34375,-9.73047,1725198857187
972.553,44.5225,,,,1725198857285
,,1.07422,0.460938,-9.76953,1725198857354
972.56,44.5225,,,,1725198857465
,,1.07422,0.269531,-9.84375,1725198857529
972.556,44.5239,,,,1725198857622
,,0.917969,0.421875,-9.72656,1725198857686
972.556,44.5282,,,,1725198857797
,,0.957031,0.34375,-9.80469,1725198857862
972.561,44.527,,,,1725198857959
,,1.03516,0.421875,-9.80859,1725198858023
972.561,44.5211,,,,1725198858139
,,0.917969,0.421875,-9.80859,1725198858204
972.555,44.5211,,,,1725198858300
,,0.882813,0.574219,-9.72656,1725198858366
972.552,44.5114,,,,1725198858473
,,0.882813,0.496094,-9.84766,1725198858539
972.558,44.5058,,,,1725198858637
,,1.03516,0.496094,-9.80469,1725198858702
972.559,44.5146,,,,1725198858791
,,1.03516,0.34375,-9.80469,1725198858882
972.565,44.5089,,,,1725198858979
,,0.882813,0.496094,-9.73047,1725198859044
972.562,44.5089,,,,1725198859135
,,0.917969,0.382813,-9.80469,1725198859220
972.555,44.5114,,,,1725198859315
,,1.07422,0.535156,-9.80859,1725198859380
972.559,44.5148,,,,1725198859470
,,1.07422,0.421875,-9.80469,1725198859555
972.56,44.5179,,,,1725198859658
,,1.03516,0.421875,-9.76953,1725198859723
972.571,44.5179,,,,1725198859812
,,0.882813,0.496094,-9.76563,1725198859899
972.566,44.5279,,,,1725198859996
,,0.957031,0.496094,-9.80469,1725198860060
972.566,44.5304,,,,1725198860150
,,1.10938,0.535156,-9.80859,1725198860235
972.57,44.5344,,,,1725198860333
,,1.07422,0.421875,-9.76563,1725198860397
972.567,44.5344,,,,1725198860493
,,1.03516,0.535156,-9.80469,1725198860579
972.571,44.5372,,,,1725198860672
,,0.957031,0.34375,-9.76563,1725198860736
972.571,44.5392,,,,1725198860827
,,0.996094,0.421875,-9.84375,1725198860910
972.565,44.5361,,,,1725198861010
,,1.03516,0.34375,-9.80469,1725198861074
972.567,44.537,,,,1725198861163
,,0.882813,0.304688,-9.76953,1725198861233
972.569,44.5378,,,,1725198861350
,,0.882813,0.460938,-9.76563,1725198861415
972.578,44.5378,,,,1725198861505
,,1.07422,0.421875,-9.80469,1725198861570
972.583,44.5358,,,,1725198861687
,,1.03516,0.460938,-9.84766,1725198861753
972.583,44.5338,,,,1725198861844
,,1.03516,0.460938,-9.73047,1725198861909
972.574,44.5415,,,,1725198862031
,,1.03516,0.460938,-9.76563,1725198862096
972.573,44.5381,,,,1725198862185
,,0.996094,0.382813,-9.80469,1725198862251
972.571,44.5381,,,,1725198862368
,,1.07422,0.382813,-9.80859,1725198862432
972.562,44.5381,,,,1725198862523
,,0.882813,0.421875,-9.72656,1725198862588
972.565,44.5421,,,,1725198862706
,,0.917969,0.421875,-9.76953,1725198862776
972.565,44.5389,,,,1725198862867
,,1.07422,0.421875,-9.76563,1725198862931
972.567,44.5486,,,,1725198863049
,,1.03516,0.382813,-9.76563,1725198863114
972.573,44.5486,,,,1725198863203
,,0.996094,0.421875,-9.72656,1725198863267
972.571,44.5489,,,,1725198863388
,,0.957031,0.34375,-9.73047,1725198863452
972.57,44.5438,,,,1725198863547
,,0.996094,0.421875,-9.80859,1725198863612
972.571,44.5471,,,,1725198863729
,,1.03516,0.535156,-9.80469,1725198863794
972.569,44.548,,,,1725198863886
,,1.03516,0.460938,-9.84766,1725198863950
972.558,44.5506,,,,1725198864066
,,0.882813,0.230469,-9.76953,1725198864131
972.572,44.5506,,,,1725198864222
,,1.07422,0.460938,-9.80859,1725198864291
972.568,44.5475,,,,1725198864410
,,0.996094,0.535156,-9.80469,1725198864473
972.568,44.5463,,,,1725198864569
,,1.03516,0.496094,-9.80469,1725198864635
972.564,44.552,,,,1725198864757
,,1.14844,0.496094,-9.84375,1725198864822
972.564,44.5531,,,,1725198864917
,,0.957031,0.382813,-9.73047,1725198864982
972.579,44.5534,,,,1725198865126
,,1.03516,0.421875,-9.76953,1725198865190
972.575,44.5534,,,,1725198865287
,,0.996094,0.535156,-9.73047,1725198865351
972.573,44.5545,,,,1725198865470
,,0.996094,0.460938,-9.76563,1725198865535
972.574,44.5599,,,,1725198865624
,,0.996094,0.421875,-9.76953,1725198865689
972.577,44.5611,,,,1725198865806
,,1.03516,0.34375,-9.80469,1725198865870
972.578,44.5571,,,,1725198865971
,,0.917969,0.460938,-9.73047,1725198866035
972.573,44.5511,,,,1725198866153
,,0.917969,0.535156,-9.76563,1725198866220
972.577,44.5511,,,,1725198866308
,,1.03516,0.496094,-9.76563,1725198866373
972.578,44.5574,,,,1725198866492
,,1.03516,0.382813,-9.76563,1725198866556
972.578,44.5582,,,,1725198866646
,,0.957031,0.421875,-9.72656,1725198866706
972.587,44.5574,,,,1725198866825
,,0.957031,0.496094,-9.76563,1725198866889
972.585,44.5574,,,,1725198866979
,,1.03516,0.496094,-9.80469,1725198867044
972.581,44.5554,,,,1725198867162
,,0.996094,0.382813,-9.80469,1725198867226
972.58,44.5605,,,,1725198867316
,,0.882813,0.421875,-9.76953,1725198867382
972.58,44.5565,,,,1725198867505
,,0.882813,0.496094,-9.80469,1725198867569
972.579,44.552,,,,1725198867660
,,0.957031,0.496094,-9.80469,1725198867724
972.578,44.5491,,,,1725198867841
,,0.917969,0.496094,-9.80469,1725198867907
972.577,44.5491,,,,1725198867997
,,1.03516,0.421875,-9.76953,1725198868061
972.575,44.5562,,,,1725198868180
,,0.996094,0.421875,-9.76953,1725198868250
972.574,44.55,,,,1725198868340
,,1.03516,0.496094,-9.80469,1725198868404
972.578,44.5543,,,,1725198868522
,,0.996094,0.421875,-9.76953,1725198868587
972.573,44.5565,,,,1725198868678
,,0.882813,0.460938,-9.76563,1725198868743
972.574,44.5565,,,,1725198868859
,,1.14844,0.421875,-9.80469,1725198868924
972.568,44.5568,,,,1725198869019
,,0.957031,0.496094,-9.80469,1725198869085
972.567,44.5625,,,,1725198869202
,,0.882813,0.421875,-9.76953,1725198869267
972.566,44.5613,,,,1725198869357
,,0.882813,0.421875,-9.76953,1725198869422
972.57,44.5594,,,,1725198869539
,,0.957031,0.574219,-9.80859,1725198869603
972.569,44.5594,,,,1725198869694
,,1.10938,0.382813,-9.80859,1725198869764
972.571,44.5673,,,,1725198869882
,,0.917969,0.421875,-9.72656,1725198869947
972.573,44.571,,,,1725198870036
,,0.957031,0.421875,-9.76953,1725198870101
972.573,44.5699,,,,1725198870220
,,1.03516,0.382813,-9.80469,1725198870285
972.575,44.5713,,,,1725198870374
,,0.917969,0.460938,-9.80469,1725198870438
972.579,44.573,,,,1725198870555
,,0.957031,0.460938,-9.80469,1725198870619
972.584,44.573,,,,1725198870712
,,0.882813,0.535156,-9.80469,1725198870777
972.582,44.5755,,,,1725198870889
,,1.10938,0.421875,-9.76563,1725198870953
972.582,44.5718,,,,1725198871044
,,0.882813,0.460938,-9.76563,1725198871109
972.565,44.5715,,,,1725198871220
,,0.957031,0.460938,-9.80469,1725198871290
972.562,44.5724,,,,1725198871387
,,0.996094,0.496094,-9.80469,1725198871452
972.57,44.5724,,,,1725198871562
,,1.03516,0.496094,-9.80469,1725198871627
972.567,44.5775,,,,1725198871723
,,0.917969,0.496094,-9.76563,1725198871788
972.567,44.5786,,,,1725198871899
,,1.14844,0.34375,-9.80859,1725198871964
972.567,44.5732,,,,1725198872066
,,1.10938,0.460938,-9.80859,1725198872131
972.557,44.569,,,,1725198872243
,,1.10938,0.460938,-9.80859,1725198872307
972.54,44.569,,,,1725198872399
,,0.917969,0.152344,-9.80469,1725198872464
972.547,44.573,,,,1725198872575
,,1.1875,0.460938,-9.80469,1725198872639
972.547,44.5718,,,,1725198872736
,,1.10938,0.535156,-9.80859,1725198872803
972.548,44.5843,,,,1725198872918
,,0.996094,0.382813,-9.76563,1725198872983
972.536,44.5826,,,,1725198873080
,,1.10938,0.230469,-9.80469,1725198873144
972.545,44.5806,,,,1725198873257
,,1.07422,0.496094,-9.76953,1725198873322
972.548,44.5806,,,,1725198873420
,,1.03516,0.460938,-9.76563,1725198873485
972.558,44.5783,,,,1725198873596
,,0.996094,0.613281,-9.69141,1725198873666
972.558,44.5851,,,,1725198873758
,,1.03516,0.421875,-9.80859,1725198873823
972.559,44.5798,,,,1725198873933
,,1.10938,0.460938,-9.76953,1725198873998
972.558,44.5837,,,,1725198874095
,,0.957031,0.269531,-9.76563,1725198874160
972.566,44.5837,,,,1725198874270
,,0.917969,0.421875,-9.72656,1725198874336
972.566,44.5806,,,,1725198874437
,,0.996094,0.535156,-9.80469,1725198874503
972.557,44.586,,,,1725198874615
,,1.03516,0.574219,-9.80859,1725198874680
972.557,44.5863,,,,1725198874771
,,1.07422,0.421875,-9.73047,1725198874837
972.56,44.5792,,,,1725198874948
,,0.882813,0.652344,-9.73047,1725198875013
972.561,44.5792,,,,1725198875109
,,0.957031,0.496094,-9.80469,1725198875180
972.552,44.5699,,,,1725198875289
,,0.882813,0.382813,-9.84766,1725198875354
972.564,44.5767,,,,1725198875447
,,0.957031,0.574219,-9.80859,1725198875512
972.564,44.5755,,,,1725198875600
,,0.84375,0.496094,-9.80469,1725198875685
972.565,44.5727,,,,1725198875784
,,0.882813,0.34375,-9.84766,1725198875848
972.569,44.5727,,,,1725198875943
,,1.03516,0.304688,-9.80859,1725198876028
972.564,44.573,,,,1725198876126
,,0.882813,0.652344,-9.76563,1725198876191
972.57,44.575,,,,1725198876282
,,0.957031,0.421875,-9.80859,1725198876368
972.57,44.5767,,,,1725198876464
,,0.996094,0.34375,-9.80469,1725198876528
972.569,44.575,,,,1725198876618
,,1.14844,0.304688,-9.84766,1725198876710
972.568,44.575,,,,1725198876802
,,0.957031,0.496094,-9.73047,1725198876867
972.573,44.575,,,,1725198876955
,,0.957031,0.382813,-9.76563,1725198877040
972.579,44.5812,,,,1725198877138
,,1.07422,0.382813,-9.84375,1725198877202
972.58,44.5849,,,,1725198877292
,,1.07422,0.421875,-9.80469,1725198877356
972.583,44.5832,,,,1725198877478
,,0.957031,0.421875,-9.72656,1725198877543
972.575,44.5832,,,,1725198877633
,,1.03516,0.460938,-9.76563,1725198877699
972.567,44.5849,,,,1725198877815
,,1.10938,0.421875,-9.80469,1725198877881
972.564,44.5869,,,,1725198877970
,,0.917969,0.230469,-9.76953,1725198878035
972.564,44.5874,,,,1725198878152
,,0.996094,0.230469,-9.72656,1725198878218
972.565,44.5903,,,,1725198878317
,,0.957031,0.421875,-9.76953,1725198878383
972.565,44.5923,,,,1725198878500
,,1.03516,0.496094,-9.80469,1725198878564
972.566,44.5923,,,,1725198878654
,,0.957031,0.382813,-9.69141,1725198878720
972.565,44.5928,,,,1725198878836
,,0.84375,0.421875,-9.72656,1725198878901
972.575,44.5908,,,,1725198878993
,,1.03516,0.34375,-9.80469,1725198879053
972.567,44.5908,,,,1725198879169
,,0.996094,0.382813,-9.76563,1725198879233
972.576,44.59,,,,1725198879324
,,0.996094,0.421875,-9.72656,1725198879389
972.576,44.5905,,,,1725198879506
,,0.84375,0.421875,-9.76953,1725198879570
972.577,44.5806,,,,1725198879666
,,0.957031,0.421875,-9.84375,1725198879730
972.579,44.5792,,,,1725198879852
,,1.14844,0.421875,-9.80469,1725198879918
972.578,44.5792,,,,1725198880008
,,0.84375,0.460938,-9.80469,1725198880073
972.571,44.5846,,,,1725198880190
,,0.882813,0.496094,-9.76563,1725198880255
972.571,44.586,,,,1725198880346
,,0.917969,0.535156,-9.84766,1725198880410
972.573,44.5744,,,,1725198880527
,,0.996094,0.269531,-9.84766,1725198880598
972.574,44.5812,,,,1725198880688
,,0.882813,0.382813,-9.80469,1725198880753
972.573,44.5846,,,,1725198880870
,,0.882813,0.535156,-9.76563,1725198880934
972.575,44.5846,,,,1725198881025
,,0.957031,0.460938,-9.73047,1725198881091
972.574,44.5869,,,,1725198881208
,,0.996094,0.382813,-9.84766,1725198881272
972.574,44.5837,,,,1725198881368
,,1.10938,0.382813,-9.80859,1725198881432
972.572,44.584,,,,1725198881552
,,0.957031,0.496094,-9.76563,1725198881616
972.572,44.5894,,,,1725198881706
,,0.996094,0.34375,-9.76563,1725198881770
972.58,44.5894,,,,1725198881888
,,1.10938,0.34375,-9.84375,1725198881952
972.572,44.5874,,,,1725198882042
,,1.03516,0.382813,-9.80469,1725198882112
972.563,44.5849,,,,1725198882229
,,1.07422,0.460938,-9.80859,1725198882295
972.563,44.5877,,,,1725198882387
,,0.917969,0.304688,-9.76953,1725198882451
972.562,44.5905,,,,1725198882568
,,1.10938,0.34375,-9.84375,1725198882633
972.558,44.5905,,,,1725198882723
,,0.917969,0.460938,-9.73047,1725198882788
972.564,44.5988,,,,1725198882911
,,1.07422,0.421875,-9.76563,1725198882976
972.56,44.5979,,,,1725198883065
,,0.996094,0.382813,-9.76563,1725198883130
972.56,44.5991,,,,1725198883247
,,0.957031,0.304688,-9.76953,1725198883311
972.565,44.601,,,,1725198883402
,,0.917969,0.382813,-9.73047,1725198883468
972.568,44.601,,,,1725198883577
,,0.917969,0.304688,-9.72656,1725198883647
972.565,44.5996,,,,1725198883740
,,1.07422,0.496094,-9.80859,1725198883804
972.562,44.6016,,,,1725198883915
,,1.03516,0.382813,-9.84766,1725198883979
972.562,44.6019,,,,1725198884072
,,0.957031,0.382813,-9.73047,1725198884137
972.562,44.5956,,,,1725198884247
,,0.996094,0.535156,-9.80469,1725198884311
972.56,44.5956,,,,1725198884414
,,1.07422,0.460938,-9.84375,1725198884478
972.562,44.5959,,,,1725198884590
,,0.996094,0.535156,-9.84766,1725198884656
972.562,44.6039,,,,1725198884748
,,0.882813,0.34375,-9.76563,1725198884812
972.562,44.6024,,,,1725198884924
,,0.957031,0.496094,-9.80469,1725198884989
972.564,44.5925,,,,1725198885085
,,0.996094,0.304688,-9.84375,1725198885149
972.562,44.5905,,,,1725198885265
,,1.07422,0.574219,-9.84766,1725198885330
972.56,44.5905,,,,1725198885422
,,0.804688,0.496094,-9.76953,1725198885487
972.56,44.5948,,,,1725198885598
,,0.957031,0.421875,-9.80859,1725198885663
972.56,44.5974,,,,1725198885761
,,0.957031,0.269531,-9.73047,1725198885825
972.565,44.5965,,,,1725198885934
,,1.03516,0.496094,-9.80469,1725198886005
972.562,44.5971,,,,1725198886101
,,0.84375,0.382813,-9.76563,1725198886167
972.56,44.5971,,,,1725198886277
,,1.10938,0.421875,-9.80469,1725198886344
972.567,44.5999,,,,1725198886438
,,1.07422,0.421875,-9.80469,1725198886504
972.57,44.6047,,,,1725198886616
,,1.03516,0.34375,-9.76563,1725198886681
972.57,44.6047,,,,1725198886784
,,0.996094,0.421875,-9.76953,1725198886848
972.569,44.6044,,,,1725198886960
,,0.917969,0.574219,-9.76953,1725198887024
972.563,44.6044,,,,1725198887117
,,1.14844,0.382813,-9.84375,1725198887181
972.562,44.6024,,,,1725198887292
,,0.882813,0.34375,-9.73047,1725198887356
972.562,44.6044,,,,1725198887453
,,1.03516,0.304688,-9.76953,1725198887522
972.562,44.6039,,,,1725198887633
,,0.996094,0.382813,-9.76563,1725198887699
972.566,44.6002,,,,1725198887796
,,0.996094,0.496094,-9.80469,1725198887860
972.566,44.6075,,,,1725198887970
,,0.882813,0.382813,-9.69141,1725198888035
972.561,44.6075,,,,1725198888132
,,0.917969,0.460938,-9.76563,1725198888198
972.566,44.6027,,,,1725198888292
,,0.996094,0.34375,-9.80469,1725198888378
972.567,44.6104,,,,1725198888470
,,1.07422,0.460938,-9.76953,1725198888535
972.571,44.6149,,,,1725198888624
,,0.957031,0.382813,-9.73047,1725198888711
972.569,44.6127,,,,1725198888807
,,0.996094,0.34375,-9.76563,1725198888873
972.575,44.6127,,,,1725198888963
,,0.84375,0.34375,-9.84766,1725198889054
972.575,44.6121,,,,1725198889144
